runtime,#high-level expanded,#high-level generated,#high-level merged,#low-level expanded,#low-level generated,#solver calls,max MA,solution cost,min f value,root g value,root f value,merge_th,runtime of detecting conflicts,runtime of building CATs,runtime of path finding,runtime of generating root,runtime of generating child nodes,runtime of sub-solver,runtime of merge,runtime of preprocessing,solver name,instance name,max conflict num, max conf a1, max conf a2
167.447,32846,65693,0,11529985,21530642,0,1,2260,2055,2115,2055,2147483647,6.55282,121.748,158.735,0.097152,165.583,0,0,0.119462,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-1.scen,15020,5,22
0.359568,38,77,0,44675,73176,0,1,2219,2033,2068,2033,2147483647,0.011341,0.203385,0.24819,0.090589,0.257272,0,0,0.114574,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-2.scen,2,32,34
300.024,36939,73879,0,55468954,84185937,0,1,-1,1850,1879,1850,2147483647,8.57063,120.616,289.131,0.078387,298.152,0,0,0.125666,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-3.scen,3930,31,42
0.583184,84,169,0,51020,91027,0,1,2101,1915,1953,1914,2147483647,0.022959,0.389039,0.459011,0.090072,0.480363,0,0,0.115295,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-4.scen,9,39,84
300.038,37703,75407,0,50003260,76729930,0,1,-1,2095,2132,2095,2147483647,8.85427,134.726,288.643,0.096333,297.971,0,0,0.119375,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-5.scen,4684,19,61
0.426002,43,87,0,52365,86919,0,1,2349,2136,2180,2136,2147483647,0.013542,0.239676,0.308251,0.095862,0.31932,0,0,0.123853,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-6.scen,3,10,85
300.03,37028,74057,0,50703398,75080337,0,1,-1,2003,2050,2003,2147483647,8.31928,132.669,289.414,0.095304,298.182,0,0,0.12447,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-7.scen,1792,12,34
300.032,46156,92313,0,46083761,72306603,0,1,-1,2044,2083,2044,2147483647,10.9161,147.545,286.386,0.084189,297.834,0,0,0.11935,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-8.scen,8121,36,56
300.024,33091,66183,0,58097614,82576742,0,1,-1,2040,2095,2040,2147483647,7.8811,117.018,290.065,0.087542,298.361,0,0,0.112206,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-9.scen,2365,78,89
0.902625,123,247,0,129308,194741,0,1,2028,1845,1878,1845,2147483647,0.02879,0.489006,0.776207,0.083796,0.80364,0,0,0.114226,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-10.scen,28,10,69
0.433581,47,95,0,57148,94885,0,1,2236,2044,2088,2044,2147483647,0.013436,0.239918,0.318506,0.091681,0.32978,0,0,0.116151,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-11.scen,3,20,32
300.024,38596,77193,0,42434953,67485591,0,1,-1,2105,2155,2105,2147483647,8.82941,158.929,288.725,0.103514,297.987,0,0,0.116326,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-12.scen,3564,28,62
300.027,42100,84201,0,41479934,68946681,0,1,-1,2042,2072,2042,2147483647,9.6829,157.645,287.958,0.08715,298.093,0,0,0.111394,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-13.scen,3888,28,72
0.460356,59,119,0,55431,95961,0,1,2178,1996,2048,1996,2147483647,0.016624,0.266428,0.347689,0.087502,0.362036,0,0,0.118751,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-14.scen,5,3,80
0.516881,86,173,0,43950,84661,0,1,2118,1929,1977,1929,2147483647,0.022784,0.336958,0.396164,0.08699,0.417118,0,0,0.12051,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-15.scen,11,61,62
300.038,50365,100731,0,37608514,64801260,0,1,-1,1878,1924,1878,2147483647,11.668,165.882,285.429,0.086761,297.615,0,0,0.118887,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-16.scen,4323,2,48
300.045,58669,117339,0,27425670,50045392,0,1,-1,1862,1902,1862,2147483647,12.9431,197.516,283.742,0.077249,297.294,0,0,0.113856,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-17.scen,2530,13,34
300.026,34213,68427,0,52452414,78638588,0,1,-1,1948,1986,1948,2147483647,8.24325,127.461,289.349,0.092723,298.055,0,0,0.114578,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-18.scen,1296,45,74
0.496614,69,139,0,40496,77089,0,1,2293,2108,2158,2107,2147483647,0.018314,0.34005,0.374881,0.093575,0.391171,0,0,0.119557,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-19.scen,6,9,24
0.45091,55,111,0,59461,97843,0,1,2170,1974,2011,1974,2147483647,0.015354,0.249639,0.338131,0.089212,0.351282,0,0,0.120266,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-20.scen,4,60,73
0.66209,135,271,0,43482,93799,0,1,2130,1987,2037,1986,2147483647,0.031795,0.482121,0.53674,0.081081,0.566992,0,0,0.119271,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-21.scen,21,12,59
0.597177,82,165,0,71645,117935,0,1,2191,1992,2034,1992,2147483647,0.021641,0.349967,0.471007,0.094602,0.490719,0,0,0.119854,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-22.scen,6,10,86
300.04,44375,88751,0,38753037,62883831,0,1,-1,2052,2104,2052,2147483647,9.98568,166.603,287.256,0.094293,297.744,0,0,0.118919,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-23.scen,7832,8,9
0.373812,44,89,0,42004,72090,0,1,2041,1863,1892,1859,2147483647,0.013133,0.230908,0.262952,0.090474,0.273875,0,0,0.115391,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-24.scen,4,58,70
0.346066,37,75,0,45765,71668,0,1,2182,2016,2053,2016,2147483647,0.011043,0.194187,0.237581,0.09045,0.246204,0,0,0.115249,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-25.scen,3,33,84
