runtime,#high-level expanded,#high-level generated,#high-level merged,#low-level expanded,#low-level generated,#solver calls,max MA,solution cost,min f value,root g value,root f value,merge_th,runtime of detecting conflicts,runtime of building CATs,runtime of path finding,runtime of generating root,runtime of generating child nodes,runtime of sub-solver,runtime of merge,runtime of preprocessing,solver name,instance name,max conflict num, max conf a1, max conf a2
300.073,57751,115503,0,40424731,70529767,0,1,-1,2387,2460,2387,2147483647,12.1937,190.84,284.777,0.101527,297.552,0,0,0.109845,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-1.scen,5387,30,86
4.23331,642,1285,0,810129,1261228,0,1,2541,2310,2354,2310,2147483647,0.141209,2.16009,3.94929,0.096825,4.09385,0,0,0.104561,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-2.scen,72,19,56
300.05,53475,106951,0,49708519,80505041,0,1,-1,2224,2271,2224,2147483647,11.6214,166.383,285.491,0.084177,297.673,0,0,0.10271,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-3.scen,3004,23,72
300.049,44526,89053,0,55779593,83002347,0,1,-1,2219,2269,2219,2147483647,10.0719,162.393,287.518,0.091182,298.059,0,0,0.102994,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-4.scen,6750,58,98
300.025,16827,33655,0,98191319,120992439,0,1,-1,2447,2500,2447,2147483647,4.21108,65.9387,294.644,0.102765,299.081,0,0,0.104664,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-5.scen,3248,47,73
300.041,48595,97191,0,48243236,71431715,0,1,-1,2399,2457,2399,2147483647,10.0934,177.961,287.352,0.093842,297.951,0,0,0.10517,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-6.scen,5814,25,27
300.058,48589,97179,0,55194915,85002072,0,1,-1,2291,2350,2290,2147483647,10.7006,155.884,286.216,0.095781,297.547,0,0,0.106181,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-7.scen,2375,47,86
300.063,59130,118261,0,34331409,63576751,0,1,-1,2374,2424,2374,2147483647,12.4182,202.105,284.38,0.09162,297.4,0,0,0.110438,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-8.scen,7844,46,85
300.042,42376,84753,0,57706001,87365381,0,1,-1,2343,2413,2343,2147483647,8.99329,149.562,288.515,0.093168,297.989,0,0,0.10566,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-9.scen,9690,0,12
7.90531,1371,2743,0,1200631,1983212,0,1,2383,2167,2216,2166,2147483647,0.287548,4.69003,7.43061,0.092782,7.72814,0,0,0.104895,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-10.scen,244,32,75
300.051,55092,110185,0,33062588,57587049,0,1,-1,2316,2368,2316,2147483647,12.1561,204.383,284.851,0.098271,297.582,0,0,0.107596,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-11.scen,3485,26,97
300.056,44039,88079,0,43133481,74069512,0,1,-1,2437,2499,2436,2147483647,9.93122,181.394,287.383,0.110109,297.861,0,0,0.107603,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-12.scen,4439,48,58
0.415501,53,107,0,59285,100067,0,1,2676,2434,2483,2434,2147483647,0.014979,0.250345,0.294649,0.097297,0.307119,0,0,0.106958,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-13.scen,2,5,97
0.648771,101,203,0,71192,126648,0,1,2607,2372,2437,2372,2147483647,0.025284,0.440973,0.520293,0.091929,0.543805,0,0,0.105795,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-14.scen,9,13,37
300.048,58327,116655,0,41739855,68392123,0,1,-1,2232,2296,2232,2147483647,13.1045,184.581,283.527,0.087998,297.292,0,0,0.107616,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-15.scen,7055,48,90
300.052,54412,108825,0,54016805,86243207,0,1,-1,2183,2243,2182,2147483647,10.5141,160.801,286.729,0.088384,297.775,0,0,0.105617,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-16.scen,21132,2,48
300.05,60831,121663,0,40967444,70735297,0,1,-1,2188,2238,2188,2147483647,12.853,187.684,283.688,0.08565,297.258,0,0,0.104836,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-17.scen,2504,44,78
300.06,48992,97985,0,47572000,75301090,0,1,-1,2261,2313,2260,2147483647,10.5744,175.595,286.727,0.097873,297.843,0,0,0.103877,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-18.scen,3322,14,56
300.049,55731,111463,0,26918500,46754173,0,1,-1,2374,2432,2374,2147483647,11.8127,223.693,285.375,0.096392,297.709,0,0,0.105511,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-19.scen,5173,45,67
300.034,40968,81937,0,66164691,100643876,0,1,-1,2375,2427,2375,2147483647,8.42263,134.782,289.474,0.09113,298.281,0,0,0.104832,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-20.scen,4815,0,9
0.555759,114,229,0,50310,98504,0,1,2536,2309,2377,2309,2147483647,0.026731,0.395637,0.428647,0.085775,0.453635,0,0,0.106399,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-21.scen,10,6,71
