runtime,#high-level expanded,#high-level generated,#high-level merged,#low-level expanded,#low-level generated,#solver calls,max MA,solution cost,min f value,root g value,root f value,merge_th,runtime of detecting conflicts,runtime of building CATs,runtime of path finding,runtime of generating root,runtime of generating child nodes,runtime of sub-solver,runtime of merge,runtime of preprocessing,solver name,instance name,max conflict num, max conf a1, max conf a2
300.04,39639,79279,0,39283670,65855791,0,1,-1,2254,2317,2253,2147483647,10.77,165.123,286.524,0.108846,297.802,0,0,0.124555,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-1.scen,6388,44,45
4.2546,544,1089,0,638468,1021287,0,1,2455,2232,2273,2232,2147483647,0.145801,2.175,3.9554,0.111799,4.10332,0,0,0.127337,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-2.scen,54,56,82
300.028,39022,78045,0,49354307,81087772,0,1,-1,2083,2124,2083,2147483647,9.91017,133.879,287.553,0.09713,297.95,0,0,0.128676,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-3.scen,3541,2,14
1.67855,263,527,0,149433,260702,0,1,2303,2094,2140,2094,2147483647,0.070968,1.14875,1.48366,0.102617,1.55435,0,0,0.123081,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-4.scen,27,40,97
300.032,40251,80503,0,40007060,64654970,0,1,-1,2306,2354,2306,2147483647,10.8328,162.044,286.361,0.110754,297.748,0,0,0.128807,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-5.scen,5580,22,61
300.031,28828,57657,0,32436917,48916399,0,1,-1,2283,2335,2283,2147483647,9.35187,160.731,287.921,0.161863,297.775,0,0,0.236041,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-6.scen,4574,10,85
300.033,45704,91409,0,20146704,36961553,0,1,-1,2164,2216,2163,2147483647,14.0061,207.627,282.125,0.137242,296.911,0,0,0.162812,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-7.scen,15092,35,47
300.024,37565,75131,0,49350051,76551955,0,1,-1,2246,2292,2246,2147483647,10.054,136.376,287.494,0.101875,298.029,0,0,0.127682,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-8.scen,4885,82,92
300.032,43747,87495,0,32493864,56937192,0,1,-1,2237,2301,2237,2147483647,11.4021,186.066,285.873,0.109177,297.765,0,0,0.123712,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-9.scen,8380,45,48
0.558404,73,147,0,49862,89119,0,1,2257,2057,2101,2057,2147483647,0.022221,0.369234,0.421125,0.105702,0.440767,0,0,0.129077,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-10.scen,5,44,47
0.48443,48,97,0,59247,96516,0,1,2449,2233,2282,2233,2147483647,0.015943,0.283094,0.34575,0.112419,0.358798,0,0,0.128047,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-11.scen,4,64,99
300.035,38164,76329,0,34660538,56528989,0,1,-1,2311,2367,2311,2147483647,9.94833,182.417,287.337,0.125346,297.808,0,0,0.127636,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-12.scen,2472,40,55
0.475422,50,101,0,62242,102068,0,1,2515,2288,2330,2288,2147483647,0.015889,0.272326,0.3426,0.108725,0.355732,0,0,0.123919,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-13.scen,2,8,48
50.7611,5968,11937,0,9140194,13216530,0,1,2432,2212,2272,2212,2147483647,1.51618,22.1664,48.7255,0.101785,50.3029,0,0,0.123467,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-14.scen,1077,3,69
300.033,45765,91531,0,39911191,63020826,0,1,-1,2135,2194,2135,2147483647,12.0055,166.069,284.958,0.104736,297.5,0,0,0.131589,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-15.scen,3409,62,84
300.027,40171,80343,0,46666040,74727293,0,1,-1,2088,2143,2087,2147483647,10.3126,145.865,287.032,0.103791,297.771,0,0,0.128895,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-16.scen,2224,38,55
300.033,47632,95265,0,35181641,59154872,0,1,-1,2056,2101,2056,2147483647,11.8424,178.676,285.024,0.09223,297.409,0,0,0.118814,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-17.scen,2384,13,72
300.028,27810,55621,0,58324928,83238785,0,1,-1,2157,2205,2157,2147483647,7.48859,113.364,290.395,0.109787,298.277,0,0,0.122654,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-18.scen,3316,24,44
300.033,43931,87863,0,27041341,48011863,0,1,-1,2289,2346,2289,2147483647,10.9212,202.786,286.257,0.110783,297.73,0,0,0.127903,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-19.scen,1837,24,62
300.029,43186,86373,0,37240548,60700002,0,1,-1,2280,2330,2280,2147483647,10.4379,173.881,286.995,0.102611,297.896,0,0,0.124777,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-20.scen,2927,5,96
0.527857,84,169,0,40255,78144,0,1,2436,2229,2293,2229,2147483647,0.024938,0.371152,0.395916,0.096568,0.418563,0,0,0.123161,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-21.scen,12,68,71
300.038,46188,92377,0,34682065,57806627,0,1,-1,2193,2246,2193,2147483647,12.9059,180.835,283.842,0.11196,297.43,0,0,0.128422,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-22.scen,3076,46,93
300.029,40918,81837,0,37331471,60543617,0,1,-1,2277,2339,2277,2147483647,11.3689,172.833,285.872,0.109885,297.761,0,0,0.122473,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-23.scen,6375,88,99
4.67243,604,1209,0,647361,998426,0,1,2258,2053,2093,2053,2147483647,0.158394,2.56518,4.35769,0.109652,4.51927,0,0,0.12896,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-24.scen,61,25,63
0.715556,98,197,0,64804,124433,0,1,2457,2259,2306,2259,2147483647,0.030664,0.472082,0.564001,0.108472,0.592804,0,0,0.127095,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-25.scen,37,42,95
