runtime,#high-level expanded,#high-level generated,#high-level merged,#low-level expanded,#low-level generated,#solver calls,max MA,solution cost,min f value,root g value,root f value,merge_th,runtime of detecting conflicts,runtime of building CATs,runtime of path finding,runtime of generating root,runtime of generating child nodes,runtime of sub-solver,runtime of merge,runtime of preprocessing,solver name,instance name,max conflict num, max conf a1, max conf a2
300.059,46156,92313,0,32721958,55256073,0,1,-1,2387,2460,2387,2147483647,12.0662,193.96,284.706,0.097497,297.378,0,0,0.102827,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-1.scen,3339,22,83
300.06,49750,99501,0,40604958,67841610,0,1,-1,2310,2354,2310,2147483647,11.4395,182.266,285.88,0.102489,297.809,0,0,0.113625,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-2.scen,6692,9,14
0.462336,66,133,0,58172,99090,0,1,2433,2224,2271,2224,2147483647,0.019021,0.279933,0.332864,0.099226,0.349223,0,0,0.116292,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-3.scen,2,5,23
300.04,49288,98577,0,37923091,61472179,0,1,-1,2219,2269,2219,2147483647,10.9148,190.783,286.304,0.103513,297.785,0,0,0.117867,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-4.scen,6115,25,88
300.039,43508,87017,0,44205028,68992609,0,1,-1,2447,2500,2447,2147483647,10.15,179.698,287.156,0.101016,297.861,0,0,0.114105,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-5.scen,6710,41,97
300.053,55652,111305,0,27757804,52838419,0,1,-1,2399,2457,2399,2147483647,12.3282,214.501,284.634,0.09598,297.489,0,0,0.107109,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-6.scen,6875,35,62
300.039,42054,84109,0,59349242,92932328,0,1,-1,2291,2350,2290,2147483647,9.99883,140.995,287.409,0.093096,297.957,0,0,0.107055,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-7.scen,2209,50,101
300.045,51369,102739,0,40841001,71843691,0,1,-1,2374,2424,2374,2147483647,11.6954,182.378,285.183,0.0887,297.502,0,0,0.10897,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-8.scen,3813,6,77
300.032,37428,74857,0,61807777,90543629,0,1,-1,2343,2413,2343,2147483647,8.5467,138.751,289.186,0.09892,298.138,0,0,0.110405,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-9.scen,2373,56,101
300.044,52233,104407,0,38224038,62205614,0,1,-1,2167,2216,2166,2147483647,10.8772,192.733,286.382,0.091939,297.741,0,0,0.106586,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-10.scen,6668,10,69
300.037,35305,70611,0,67495943,92989349,0,1,-1,2316,2368,2316,2147483647,8.06208,131.503,289.982,0.1032,298.43,0,0,0.106501,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-11.scen,3297,65,92
300.042,43955,87911,0,37255052,67071632,0,1,-1,2437,2499,2436,2147483647,10.0068,190.925,287.373,0.109048,297.902,0,0,0.109387,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-12.scen,4274,48,76
300.069,57419,114839,0,24985785,47015154,0,1,-1,2434,2483,2434,2147483647,12.7646,220.516,284.33,0.110672,297.631,0,0,0.123114,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-13.scen,9730,72,101
0.465376,68,137,0,51750,94019,0,1,2609,2372,2437,2372,2147483647,0.018584,0.312228,0.342741,0.095005,0.358792,0,0,0.110436,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-14.scen,4,3,69
300.07,54729,109459,0,44631755,75173148,0,1,-1,2232,2296,2232,2147483647,12.644,173.166,283.969,0.094334,297.294,0,0,0.112596,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-15.scen,3219,49,57
300.053,56405,112811,0,44280193,74144299,0,1,-1,2183,2243,2182,2147483647,12.7312,175.134,283.806,0.093538,297.151,0,0,0.107257,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-16.scen,3404,54,62
300.05,56850,113701,0,43452439,72306887,0,1,-1,2188,2238,2188,2147483647,12.4229,181.81,284.493,0.093005,297.523,0,0,0.132647,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-17.scen,2751,55,72
300.051,53800,107601,0,44794540,77180773,0,1,-1,2261,2313,2260,2147483647,12.2096,180.445,284.637,0.096298,297.549,0,0,0.103791,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-18.scen,6833,38,56
300.046,53716,107433,0,33746486,57062684,0,1,-1,2375,2432,2374,2147483647,11.5014,208.242,285.797,0.100032,297.806,0,0,0.108165,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-19.scen,5786,52,97
300.074,55708,111417,0,43867781,73211526,0,1,-1,2375,2427,2375,2147483647,11.2153,183.06,285.913,0.092406,297.655,0,0,0.106268,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-20.scen,3244,22,48
0.847164,191,383,0,69697,139868,0,1,2539,2309,2377,2309,2147483647,0.04342,0.623187,0.700185,0.086397,0.742516,0,0,0.104725,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-21.scen,31,24,99
300.071,52490,104981,0,48668136,76775876,0,1,-1,2334,2394,2334,2147483647,12.2674,171.917,284.576,0.096141,297.517,0,0,0.107594,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-22.scen,6680,89,94
300.051,46025,92051,0,51652474,82531019,0,1,-1,2357,2422,2357,2147483647,10.1912,160.914,287.06,0.100055,297.77,0,0,0.108581,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-23.scen,3907,43,61
300.043,47957,95915,0,47182915,73103345,0,1,-1,2139,2181,2139,2147483647,10.4091,177.479,287.18,0.095653,298.036,0,0,0.106607,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-24.scen,6054,73,97
300.043,47586,95173,0,51652875,81468538,0,1,-1,2353,2405,2353,2147483647,10.1065,167.237,287.428,0.095276,297.97,0,0,0.107738,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-25.scen,8490,42,98
