runtime,#high-level expanded,#high-level generated,#high-level merged,#low-level expanded,#low-level generated,#solver calls,max MA,solution cost,min f value,root g value,root f value,merge_th,runtime of detecting conflicts,runtime of building CATs,runtime of path finding,runtime of generating root,runtime of generating child nodes,runtime of sub-solver,runtime of merge,runtime of preprocessing,solver name,instance name,max conflict num, max conf a1, max conf a2
0.26857,28,57,0,26173,46343,0,1,1810,1658,1692,1658,2147483647,0.00875,0.154425,0.175443,0.076699,0.182233,0,0,0.122527,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-14.scen,2,29,36
0.423513,54,109,0,42828,73976,0,1,1786,1628,1666,1628,2147483647,0.015241,0.236378,0.326724,0.072493,0.34008,0,0,0.125454,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-15.scen,5,1,73
0.508418,71,143,0,46929,85633,0,1,1676,1526,1558,1526,2147483647,0.018727,0.30101,0.400762,0.078923,0.417941,0,0,0.127642,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-16.scen,7,26,61
0.315456,36,73,0,32824,55857,0,1,1652,1506,1535,1506,2147483647,0.010437,0.171981,0.22355,0.07378,0.232019,0,0,0.128418,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-17.scen,4,13,53
300.03,30784,61569,0,35352090,55032527,0,1,-1,1640,1664,1640,2147483647,8.31144,135.738,289.379,0.087153,298.167,0,0,0.128899,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-18.scen,4252,32,42
0.312476,45,91,0,23353,46405,0,1,1899,1772,1810,1772,2147483647,0.011891,0.205882,0.217156,0.074697,0.227307,0,0,0.116191,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-19.scen,5,18,28
0.298588,33,67,0,25728,47655,0,1,1784,1646,1674,1646,2147483647,0.010152,0.17687,0.207096,0.073671,0.215366,0,0,0.11801,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-20.scen,4,59,61
0.324627,55,111,0,22184,48007,0,1,1829,1702,1742,1702,2147483647,0.013472,0.221751,0.234581,0.06791,0.246382,0,0,0.118824,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-21.scen,16,12,59
0.23837,25,51,0,22408,41137,0,1,1746,1659,1685,1659,2147483647,0.008059,0.140606,0.145275,0.076551,0.150918,0,0,0.117116,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-22.scen,2,37,71
300.025,28092,56185,0,27282537,46460273,0,1,-1,1713,1758,1713,2147483647,8.83216,146.949,288.533,0.07735,297.904,0,0,0.116685,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-23.scen,2195,32,54
0.2905,26,53,0,26339,44212,0,1,1675,1530,1552,1530,2147483647,0.008653,0.170899,0.191545,0.08293,0.19818,0,0,0.127704,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-24.scen,2,4,41
0.285884,25,51,0,29014,46744,0,1,1784,1673,1702,1673,2147483647,0.008264,0.157463,0.18546,0.08436,0.191628,0,0,0.128676,ECBS_1.100000,../instances/scen-random/random-32-32-20-random-25.scen,3,33,44
